timestamp,action,usd_value,spl_amount,price_per_token,our_profit,our_spl_balance
1900-02-01 20:43:48,Buy,482.27,5622615,8.577e-05,0.0,562282.8494811705
1900-02-01 20:50:48,Sell,462.67,699809,0.0006611,40.263639978865534,492299.29225511674
1900-02-01 20:52:33,Sell,1192.44,1448478,0.0008232,106.81916900211873,347445.9922780088
1900-02-01 20:57:18,Sell,1057.48,1252432,0.0008443,95.004331743124,222198.0367019287
1900-02-01 21:05:54,Sell,1883.99,1070019,0.00176,179.15259333396065,115192.07376137655
1900-02-01 21:10:15,Sell,1926.99,553418,0.003481,187.90527424404965,59848.172392677036
1900-02-01 23:29:23,Sell,581.71,598457,0.000972,53.039068566832015,0.20000759413960623
